id_institucion,nombre,tipo,estatus,area,escolaridad,palabras_clave_ingreso,palabras_clave_egreso,openness,conscientiousness,extraversion,agreeableness,neuroticism
57c9f3,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
57c9f3,IMPARTICION DE JUSTICIA,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.95,0.6,0.5,0.2
57c9f3,TECNOLOGIAS DE INFORMACION,FEDERAL,VIGENTE,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN,,,,0.9,0.8,0.4,0.6,0.4
57c9f3,PSICOLOGIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.8,0.8,0.6,0.9,0.3
57c9f3,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
57c9f3,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
57c9f3,CONTADURIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
57c9f3,COMERCIO INTERNACIONAL Y ADUANAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
57c9f3,ADMINISTRACION DE EMPRESAS TURISTICAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
5e124a,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
5e124a,INGENIERIA EN DESARROLLO DE SOFTWARE,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
5e124a,ARTE Y CINEMATOGRAFIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.93,0.63,0.57,0.62,0.52
5e124a,DISEÑO GRAFICO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.9,0.7,0.5,0.6,0.5
5e124a,ODONTOLOGIA,FEDERAL,VIGENTE,SALUD,,,,0.5,0.9,0.6,0.7,0.3
5e124a,EDUCACION BILINGÜE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
5e124a,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
5e124a,PSICOPEDAGOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.8,0.8,0.6,0.9,0.3
5e124a,TECNOLOGIA EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.9,0.8,0.6,0.7,0.4
5e124a,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
5e124a,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
5e124a,INGENIERIA EN DESARROLLO DE SOFTWARE,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
5e124a,ARTE Y CINEMATOGRAFIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.93,0.63,0.57,0.62,0.52
5e124a,DISEÑO GRAFICO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.9,0.7,0.5,0.6,0.5
5e124a,ODONTOLOGIA,FEDERAL,VIGENTE,SALUD,,,,0.5,0.9,0.6,0.7,0.3
5e124a,EDUCACION BILINGÜE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
5e124a,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
5e124a,PSICOPEDAGOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.8,0.8,0.6,0.9,0.3
5e124a,TECNOLOGIA EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.9,0.8,0.6,0.7,0.4
5e124a,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
630196,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
630196,IMPUESTOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.5,0.9,0.4,0.5,0.3
0e565a,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
0e565a,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
0e565a,PSICOPEDAGOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.8,0.8,0.6,0.9,0.3
0e565a,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
0e565a,INGENIERIA INDUSTRIAL Y DE SISTEMAS 4.0,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.8,0.9,0.6,0.6,0.3
0e565a,CONTADURIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
0e565a,ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
0e565a,IMPUESTOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.5,0.9,0.4,0.5,0.3
0e565a,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
51bc35,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
51bc35,ODONTOLOGIA,FEDERAL,VIGENTE,SALUD,,,,0.5,0.9,0.6,0.7,0.3
51bc35,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
51bc35,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
51bc35,CONTADURIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
51bc35,ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
51bc35,IMPUESTOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.5,0.9,0.4,0.5,0.3
0b4ae9,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
0b4ae9,PSICOPEDAGOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.8,0.8,0.6,0.9,0.3
0b4ae9,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
0b4ae9,GASTRONOMIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.7,0.8,0.7,0.7,0.4
0b4ae9,CONTADURIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
0b4ae9,ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
0b4ae9,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
0b4ae9,IMPUESTOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.5,0.9,0.4,0.5,0.3
2a6cc2,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
2a6cc2,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
2a6cc2,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
2a6cc2,INGENIERIA INDUSTRIAL EN MANTENIMIENTO,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.6,0.9,0.5,0.6,0.3
2a6cc2,INGENIERIA INDUSTRIAL EN MANTENIMIENTO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,0.6,0.9,0.5,0.6,0.3
2a6cc2,CONTADURIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
2a6cc2,ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
2a6cc2,IMPUESTOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.5,0.9,0.4,0.5,0.3
aa4eee,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
aa4eee,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
aa4eee,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
aa4eee,CONTADURIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
aa4eee,ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
aa4eee,IMPUESTOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.5,0.9,0.4,0.5,0.3
aa4eee,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
5d6282,DERECHO Y CIENCIAS JURIDICAS (LICENCIATURA NO ESCOLARIZADA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,0.6,0.9,0.7,0.4,0.29
5d6282,DERECHO Y CIENCIAS JURIDICAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,0.6,0.9,0.7,0.4,0.29
5d6282,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
5d6282,JUICIOS ORALES (MAESTRIA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,maestría,,,0.6,0.9,0.8,0.4,0.2
5d6282,INGENIERIA DE SOFTWARE Y SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
5d6282,CIENCIAS Y TECNICAS DE LA COMUNICACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.8,0.7,0.9,0.7,0.4
5d6282,INGENIERIA DE SOFTWARE Y SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
5d6282,JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.8,0.4,0.2
5d6282,TECNOLOGIAS DE LA INFORMACION Y COMUNICACION,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.9,0.8,0.4,0.6,0.4
5d6282,TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.9,0.8,0.4,0.6,0.4
5d6282,PSICOLOGIA ORGANIZACIONAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.8,0.8,0.7,0.8,0.3
5d6282,PSICOLOGIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.8,0.8,0.6,0.9,0.3
5d6282,EDUCACION FISICA Y DEPORTE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.6,0.7,0.88,0.72,0.3
5d6282,EDUCACION Y TECNOLOGIAS PARA EL APRENDIZAJE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
5d6282,INNOVACION PEDAGOGICA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.9,0.8,0.6,0.8,0.4
5d6282,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
5d6282,PEDAGOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.8,0.8,0.7,0.8,0.4
5d6282,EDUCACION (MAESTRIA NO ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,maestría,,,0.73,0.79,0.76,0.79,0.39
5d6282,EDUCACION (MAESTRÍA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,maestría,,,0.73,0.79,0.76,0.79,0.39
5d6282,INGENIERIA DE SOFTWARE Y SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
5d6282,INNOVACION PEDAGOGICA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.9,0.8,0.6,0.8,0.4
5d6282,PSICOLOGIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.8,0.8,0.6,0.9,0.3
5d6282,JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.8,0.4,0.2
5d6282,MERCADOTECNIA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.8,0.7,0.9,0.6,0.4
5d6282,ADMINISTRACION DE EMPRESAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
5d6282,ADMINISTRACION EMPRESARIAL (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
5d6282,CONTABILIDAD Y FINANZAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.4,0.95,0.4,0.6,0.3
5d6282,ADMINISTRACION DE EMPRESAS TURISTICAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
5d6282,CONTABILIDAD FINANCIERA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.4,0.95,0.4,0.6,0.3
5d6282,MERCADOTECNIA ESTRATEGICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.8,0.7,0.9,0.7,0.4
5d6282,GESTION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.6,0.8,0.8,0.5,0.3
5d6282,NEGOCIOS INTERNACIONALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
5d6282,DERECHO Y CIENCIAS JURIDICAS (LICENCIATURA NO ESCOLARIZADA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,0.6,0.9,0.7,0.4,0.29
5d6282,MERCADOTECNIA Y MEDIOS DIGITALES (MAESTRIA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,maestría,,,0.9,0.7,0.8,0.6,0.4
5d6282,CONTABILIDAD Y FINANZAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
5d6282,COMERCIO Y NEGOCIOS INTERNACIONALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
5d6282,JUICIOS ORALES (MAESTRIA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,maestría,,,0.6,0.9,0.8,0.4,0.2
5d6282,ADMINISTRACION DE NEGOCIOS (MAESTRIA NO ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,maestría,,,0.63,0.79,0.8,0.53,0.3
5d6282,ADMINISTRACION Y DIRECCION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
5d6282,EDUCACION (MAESTRIA NO ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,maestría,,,0.73,0.79,0.76,0.79,0.39
5d6282,MERCADOTECNIA Y MEDIOS DIGITALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.9,0.7,0.8,0.6,0.4
5d6282,TECNOLOGIAS DE LA INFORMACION Y COMUNICACION,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.9,0.8,0.4,0.6,0.4
5d6282,ADMINISTRACION DE EMPRESAS TURISTICAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
5d6282,ADMINISTRACION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
5d6282,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
5d6282,MERCADOTECNIA ESTRATEGICA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
5d6282,PEDAGOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.8,0.8,0.7,0.8,0.4
93d325,DERECHO Y CIENCIAS JURIDICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.6,0.9,0.7,0.4,0.29
93d325,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
93d325,DERECHO EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.6,0.9,0.7,0.4,0.29
93d325,DERECHO CONSTITUCIONAL Y AMPARO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
93d325,JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.8,0.4,0.2
93d325,CIENCIAS Y TECNICAS DE LA COMUNICACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.8,0.7,0.9,0.7,0.4
93d325,INGENIERIA DE SOFTWARE Y SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
93d325,DISEÑO GRAFICO DIGITAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.9,0.7,0.5,0.6,0.5
93d325,PSICOLOGIA ORGANIZACIONAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.8,0.8,0.7,0.8,0.3
93d325,PEDAGOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.8,0.8,0.7,0.8,0.4
93d325,EDUCACION FISICA Y DEPORTE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.6,0.7,0.88,0.72,0.3
93d325,EDUCACION (MAESTRIA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,maestría,,,0.73,0.79,0.76,0.79,0.39
93d325,INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
93d325,DISEÑO E INDUSTRIA DEL VESTIDO Y DE LA MODA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.9,0.7,0.6,0.6,0.5
93d325,INGENIERIA INDUSTRIAL Y LOGISTICA,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
93d325,INGENIERIA INDUSTRIAL Y CALIDAD,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.6,0.95,0.5,0.6,0.3
93d325,ARQUITECTURA,FEDERAL,VIGENTE,"INGENIERIA",,,,0.8,0.8,0.6,0.5,0.4
93d325,ADMINISTRACION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
93d325,MERCADOTECNIA ESTRATEGICA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
93d325,MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
93d325,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
93d325,ADMINISTRACION Y DIRECCION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
93d325,CONTABILIDAD Y FINANZAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.4,0.95,0.4,0.6,0.3
93d325,CONTABILIDAD FINANCIERA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
93d325,ADMINISTRACION DE HOSPITALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
93d325,ADMINISTRACION DE NEGOCIOS (MAESTRIA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,maestría,,,0.63,0.79,0.8,0.53,0.3
93d325,MERCADOTECNIA Y MEDIOS DIGITALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.9,0.7,0.8,0.6,0.4
117ef9,TECNOLOGIA EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.9,0.8,0.6,0.7,0.4
117ef9,ADMINISTRACION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
117ef9,MERCADOTECNIA ESTRATEGICA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
117ef9,CIENCIAS Y TECNICAS DE LA COMUNICACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.8,0.7,0.9,0.7,0.4
117ef9,DERECHO Y CIENCIAS JURIDICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.6,0.9,0.7,0.4,0.29
117ef9,TECNOLOGIA EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.9,0.8,0.6,0.7,0.4
117ef9,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
117ef9,DISEÑO E INDUSTRIA DEL VESTIDO Y DE LA MODA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.9,0.7,0.6,0.6,0.5
117ef9,ADMINISTRACION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
117ef9,MERCADOTECNIA ESTRATEGICA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
117ef9,ADMINISTRACION DE EMPRESAS TURISTICAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
117ef9,CONTABILIDAD Y FINANZAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
117ef9,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
117ef9,MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
117ef9,ADMINISTRACION Y DIRECCION EMPRESARIAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
117ef9,MERCADOTECNIA Y MEDIOS DIGITALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.9,0.7,0.8,0.6,0.4
117ef9,ADMINISTRACION DE NEGOCIOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
578f58,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
578f58,DERECHO Y CIENCIAS JURIDICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.6,0.9,0.7,0.4,0.29
578f58,CIENCIAS Y TECNICAS DE LA COMUNICACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.8,0.7,0.9,0.7,0.4
578f58,CONTABILIDAD Y FINANZAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.4,0.95,0.4,0.6,0.3
578f58,INGENIERIA DE SOFTWARE Y SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
578f58,DISEÑO GRAFICO DIGITAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.9,0.7,0.5,0.6,0.5
578f58,EDUCACION Y TECNOLOGIAS PARA EL APRENDIZAJE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
578f58,EDUCACION Y TECNOLOGIAS PARA EL APRENDIZAJE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
578f58,EDUCACION FISICA Y DEPORTE,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.6,0.7,0.88,0.72,0.3
578f58,EDUCACION (LICENCIATURA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,0.73,0.79,0.76,0.79,0.39
578f58,EDUCACION (MAESTRIA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,maestría,,,0.73,0.79,0.76,0.79,0.39
