id_institucion,nombre,tipo,estatus,area,escolaridad,palabras_clave_ingreso,palabras_clave_egreso,openness,conscientiousness,extraversion,agreeableness,neuroticism
1856b9,INGENIERO EN MECATRONICA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE CALIDAD,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,INGENIERO EN SISTEMAS DE INFORMACION,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,DISEÑO ARQUITECTONICO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN AUTOMATIZACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA AMBIENTAL,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,INGENIERO EN SISTEMAS ELECTRONICOS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA CIVIL,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGIA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
1856b9,DISEÑO DE PRODUCTOS MECATRONICO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,CIENCIAS MEDICAS Y BIOTECNOLOGIA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA MECANICA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,INGENIERO EN SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,DISEÑO ARQUITECTONICO EXPOSITIVO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,INGENIERO EN ELECTRONICA Y COMUNICACIONES,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA ELECTRONICA (SISTEMAS ELECTRONICOS),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,INGENIERIA Y ADMINISTRACION DE LA CONSTRUCCION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,ingeniería,,,0.63,0.79,0.8,0.53,0.3
1856b9,CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGIA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,MECATRONICA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,AUTOMATIZACION INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,DISEÑO DEL TRANSPORTE,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,INTELIGENCIA ARTIFICIAL,FEDERAL,VIGENTE,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN,,,,,,,,
1856b9,NUEVO URBANISMO,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERO QUIMICO ADMINISTRADOR,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,DISEÑO URBANO E INMOBILIARIO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,URBANISMO,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERIA COMPUTACIONAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE INFORMACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,CONTROL Y AUTOMATIZACION,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,DISEÑO MECATRONICO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,DESARROLLO INTEGRAL DE SISTEMAS DE MANUFACTURA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERO EN BIOTECNOLOGIA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN MECATRONICA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,DISEÑO ARQUITECTONICO SUSTENTABLE,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,CIENCIAS DE LA INGENIERIA (MAESTRÍA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",maestría,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA AMBIENTAL (PREVENCION Y CONTROL),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,ARQUITECTO,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE MANUFACTURA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,INGENIERO INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,MANUFACTURA ESPECIALIZADA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA QUIMICA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,DISEÑO URBANO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,INGENIERIA CON ESPECIALIDAD EN INGENIERIA AMBIENTAL (PREVENCION Y CONTROL),FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
1856b9,INGENIERIA EN NANOTECNOLOGIA Y CIENCIAS QUIMICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA ELECTRICA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,INGENIERIA AMBIENTAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
1856b9,DISEÑO INDUSTRIAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,MECATRONICA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,DISEÑO INTERACTIVO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,INGENIERO BIOMEDICO,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERO MECANICO ADMINISTRADOR,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN SISTEMAS INTELIGENTES,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
1856b9,INGENIERIA AUTOMOTRIZ,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
1856b9,INGENIERO MECANICO ELECTRICISTA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERO FISICO INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA DE ALIMENTOS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,ESTETICA DEL PRODUCTO,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,DISEÑO INDUSTRIAL E INNOVACION DE PRODUCTOS,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INGENIERIA ELECTRONICA,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
1856b9,CIENCIAS DE LA INGENIERIA (DOCTORADO),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",doctorado,,,,,,,
1856b9,NUEVO URBANISMO,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERO QUIMICO Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERO EN INDUSTRIAS ALIMENTARIAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS CON ESPECIALIDAD EN INVESTIGACION DE OPERACIONES,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,DESARROLLO E INTEGRACION DE SISTEMAS DE MANUFACTURA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERIA AUTOMOTRIZ,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
1856b9,ARQUITECTURA Y NUEVO URBANISMO,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,INGENIERO CIVIL,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,ARQUITECTURA Y NUEVO URBANISMO,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,CIENCIAS BIOLOGICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
1856b9,ADMINISTRACION DE SISTEMAS DE INFORMACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
1856b9,NANOTECNOLOGIA (DOCTORADO),FEDERAL,VIGENTE,"INGENIERIA",doctorado,,,,,,,
1856b9,TRANSFORMACION SOCIAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
1856b9,INGENIERO EN TECNOLOGIAS DE INFORMACION,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
1856b9,NANOTECNOLOGIA (MAESTRÍA),FEDERAL,VIGENTE,"INGENIERIA",maestría,,,,,,,
b943dc,SISTEMAS DE COMPUTACION ADMINISTRATIVA,FEDERAL,VIGENTE,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN,,,,,,,,
b943dc,CIENCIAS QUIMICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
b943dc,CIENCIAS DE LA COMPUTACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
b943dc,MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
b943dc,HOTELERIA Y TURISMO,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
b943dc,ECONOMIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
b943dc,CONTADOR PUBLICO Y FINANZAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
b943dc,COMERCIO INTERNACIONAL CON ESPECIALIDAD EN AGRONEGOCIOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
b943dc,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
b943dc,ADMINISTRACION FINANCIERA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
b943dc,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
b943dc,CIENCIAS DE LA COMUNICACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
b943dc,NEGOCIOS INTERNACIONALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
b943dc,FINANZAS INTERNACIONALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
b943dc,MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
b943dc,CIENCIAS DE LA ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
b943dc,MERCADOTECNIA INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
b943dc,ADMINISTRACION DE TECNOLOGIAS DE INFORMACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
b943dc,ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
b943dc,ADMINISTRACION DE SISTEMAS DE INFORMACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
b943dc,FINANZAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
b943dc,EDUCACION CON ESPECIALIDAD EN LINGÜISTICA APLICADA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN LINGÜISTICA APLICADA (AREA DE INGLES COMO LENGUA EXTRANJERA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN LINGÜISTICA APLICADA (AREA DE ESPAÑOL),FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN RELACIONES INTERNACIONALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN FISICA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.6,0.7,0.88,0.72,0.3
b943dc,EDUCACION CON ESPECIALIDAD EN DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN QUIMICA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN COMUNICACION,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN MATEMATICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN HUMANIDADES,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN BIOLOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN ARQUITECTURA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
b943dc,EDUCACION CON ESPECIALIDAD EN DESARROLLO COGNITIVO,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
b943dc,INGENIERO EN SISTEMAS DE INFORMACION,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO EN SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO EN SISTEMAS ELECTRONICOS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO EN INDUSTRIAS ALIMENTARIAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO CIVIL,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO FISICO INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO EN ELECTRONICA Y COMUNICACIONES,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO QUIMICO ADMINISTRADOR,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO QUIMICO Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO MECANICO ADMINISTRADOR,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,INGENIERO MECANICO ELECTRICISTA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
b943dc,CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE CALIDAD,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
b943dc,INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
b943dc,CIENCIAS CON ESPECIALIDAD EN INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
b943dc,CIENCIAS CON ESPECIALIDAD EN INGENIERIA AMBIENTAL (PREVENCION Y CONTROL),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
b943dc,INGENIERIA AMBIENTAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
ca3c2b,ECONOMIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
ca3c2b,CONTADOR PUBLICO Y FINANZAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
ca3c2b,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
ca3c2b,ADMINISTRACION FINANCIERA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
ca3c2b,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
ca3c2b,MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
ca3c2b,HOTELERIA Y TURISMO,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
ca3c2b,EDUCACION CON ESPECIALIDAD EN LINGÜISTICA APLICADA (AREA DE ESPAÑOL),FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN MATEMATICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN HUMANIDADES,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,FINANZAS INTERNACIONALES,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
ca3c2b,MERCADOTECNIA INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
ca3c2b,CIENCIAS DE LA ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
ca3c2b,ADMINISTRACION DE TECNOLOGIAS DE INFORMACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
ca3c2b,ADMINISTRACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
ca3c2b,ADMINISTRACION DE SISTEMAS DE INFORMACION,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
ca3c2b,MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.8,0.7,0.9,0.7,0.4
ca3c2b,EDUCACION CON ESPECIALIDAD EN LINGÜISTICA APLICADA (AREA DE ESPAÑOL),FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN MATEMATICAS,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN HUMANIDADES,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN LINGÜISTICA APLICADA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN RELACIONES INTERNACIONALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN FISICA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.6,0.7,0.88,0.72,0.3
ca3c2b,EDUCACION CON ESPECIALIDAD EN LINGÜISTICA APLICADA (AREA DE INGLES COMO LENGUA EXTRANJERA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN QUIMICA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN BIOLOGIA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN ARQUITECTURA,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN DESARROLLO COGNITIVO,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,EDUCACION CON ESPECIALIDAD EN COMUNICACION,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.73,0.79,0.76,0.79,0.39
ca3c2b,INGENIERO MECANICO ELECTRICISTA,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO QUIMICO Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO EN SISTEMAS ELECTRONICOS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO EN ELECTRONICA Y COMUNICACIONES,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO EN SISTEMAS DE INFORMACION,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO EN SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO MECANICO ADMINISTRADOR,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO FISICO INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO CIVIL,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,INGENIERO QUIMICO ADMINISTRADOR,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
ca3c2b,CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE CALIDAD,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
ca3c2b,CIENCIAS CON ESPECIALIDAD EN INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
ca3c2b,CIENCIAS CON ESPECIALIDAD EN INGENIERIA AMBIENTAL (PREVENCION Y CONTROL),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",ingeniería,,,,,,,
ca3c2b,INGENIERIA INDUSTRIAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
ca3c2b,INGENIERIA AMBIENTAL,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
806ba9,INGENIERO EN TECNOLOGIAS DE INFORMACION,FEDERAL,VIGENTE,"INGENIERIA",,,,,,,,
806ba9,SISTEMAS DE COMPUTACION ADMINISTRATIVA,FEDERAL,VIGENTE,TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN,,,,,,,,
806ba9,CIENCIAS DE LA COMPUTACION,FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",,,,,,,,
