,id_institucion,nombre_x,plantel,estado,municipio,domicilio,nombre_y,contenido,similitud
169,ee2117,UNIVERSIDAD IVES,SEDE,VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA,"AZUETA NO. 34, COLONIA CENTRO","CIENCIAS DE LA COMUNICACION, DERECHO (LICENCIATURA ESCOLARIZADA), DERECHO (LICENCIATURA MIXTA), ADMINISTRACION (MAESTRÍA ESCOLARIZADA), DERECHO PENAL PROCESAL, DERECHO PROCESAL PENAL, INCLUSION EDUCATIVA Y SOCIAL, PEDAGOGIA, INGENIERIA (MAESTRÍA), INGENIERIA (DOCTORADO), ADMINISTRACION DE EMPRESAS (LICENCIATURA ESCOLARIZADA), CONTADURIA PUBLICA (LICENCIATURA ESCOLARIZADA), MERCADOTECNIA, CONTADURIA PUBLICA (LICENCIATURA MIXTA), ADMINISTRACION DE EMPRESAS (LICENCIATURA MIXTA), ADMINISTRACION (DOCTORADO ESCOLARIZADA)","VERACRUZ DE IGNACIO DE LA LLAVE CIENCIAS DE LA COMUNICACION, DERECHO (LICENCIATURA ESCOLARIZADA), DERECHO (LICENCIATURA MIXTA), ADMINISTRACION (MAESTRÍA ESCOLARIZADA), DERECHO PENAL PROCESAL, DERECHO PROCESAL PENAL, INCLUSION EDUCATIVA Y SOCIAL, PEDAGOGIA, INGENIERIA (MAESTRÍA), INGENIERIA (DOCTORADO), ADMINISTRACION DE EMPRESAS (LICENCIATURA ESCOLARIZADA), CONTADURIA PUBLICA (LICENCIATURA ESCOLARIZADA), MERCADOTECNIA, CONTADURIA PUBLICA (LICENCIATURA MIXTA), ADMINISTRACION DE EMPRESAS (LICENCIATURA MIXTA), ADMINISTRACION (DOCTORADO ESCOLARIZADA)",0.20012615169030054
170,b5bfeb,UNIVERSIDAD JEAN PIAGET,SEDE,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,"MIGUEL LERDO NO. 599, 630 ENTRE MIGUEL HIDALGO Y NICOLAS BRAVO NO. 400 Y ZAMORA 590 630 Y 645, COLONIA CENTRO","DERECHO (ESCOLARIZADA), COMUNICACION Y MEDIOS DIGITALES, DERECHO (MIXTA), CIENCIAS POLITICAS Y ADMINISTRACION PUBICA, DERECHO PROCESAL, COMUNICACION ESTRATEGICA EMPRESARIAL, EVALUACION PSICOMETRICA, DEFENSA FISCAL, DERECHO PROCESAL Y LABORAL, EVALUACION PSICOMETRICA (ESPECIALIDAD MIXTA), JUSTICIA PENAL PARA ADOLESCENTES, JUICIOS ORALES, COMUNICACION ORGANIZACIONAL Y MEDIOS DIGITALES, INGENIERIA EN SISTEMAS COMPUTACIONALES, INGENIERIA EN SISTEMAS COMPUTACIONALES, CREACION DE CONTENIDO DIGITAL, CIENCIAS DE LA EDUCACION, EDUCACION (LICENCIATURA MIXTA), CIENCIAS DE LA EDUCACION, HABILIDADES DOCENTES, INTERVENCION PEDAGOGICA, INTERVENCION EN EDUCACION ESPECIAL, EDUCACION, EDUCACION ESPECIAL Y PSICOLOGIA EDUCATIVA, EDUCACION, INGENIERIA INDUSTRIAL, GASTRONOMIA Y TURISMO, ORGANIZACION Y LOGISTICA DE EVENTOS, COMERCIO INTERNACIONAL Y GESTION ADUANERA, MARITIMA Y PORTUARIA, MERCADOTECNIA Y DIRECCION DE VENTAS, ADMINISTRACION Y ALTA DIRECCION EMPRESARIAL, CONTADURIA PUBLICA, CONTADURIA PUBLICA (LICENCIATURA MIXTA), GESTION DE EMPRESAS DE ALIMENTOS Y BEBIDAS, ADMINISTRACION PUBLICA, MERCADOTECNIA POLITICA, MERCADOTECNIA POLITICA (ESPECIALIDAD MIXTA), ADMINISTRACION Y OPERACION ADUANERA INTERNACIONAL, ADMINISTRACION FISCAL, DIRECCION DE NEGOCIOS INTERNACIONALES Y GESTION ADUANERA PORTUARIA, LOGISTICA ADUANERA, MARITIMA Y PORTUARIA, DIRECCION DE NEGOCIOS GASTRONOMICOS Y TURISTICOS, CONTADURIA PUBLICA (LICENCIATURA MIXTA), GESTION DE EMPRESAS DE ALIMENTOS Y BEBIDAS, ADMINISTRACION PUBLICA, MERCADOTECNIA POLITICA, MERCADOTECNIA POLITICA (ESPECIALIDAD MIXTA), ADMINISTRACION Y OPERACION ADUANERA INTERNACIONAL, ADMINISTRACION FISCAL, DIRECCION DE NEGOCIOS INTERNACIONALES Y GESTION ADUANERA PORTUARIA, LOGISTICA ADUANERA, MARITIMA Y PORTUARIA, DIRECCION DE NEGOCIOS GASTRONOMICOS Y TURISTICOS","VERACRUZ DE IGNACIO DE LA LLAVE DERECHO (ESCOLARIZADA), COMUNICACION Y MEDIOS DIGITALES, DERECHO (MIXTA), CIENCIAS POLITICAS Y ADMINISTRACION PUBICA, DERECHO PROCESAL, COMUNICACION ESTRATEGICA EMPRESARIAL, EVALUACION PSICOMETRICA, DEFENSA FISCAL, DERECHO PROCESAL Y LABORAL, EVALUACION PSICOMETRICA (ESPECIALIDAD MIXTA), JUSTICIA PENAL PARA ADOLESCENTES, JUICIOS ORALES, COMUNICACION ORGANIZACIONAL Y MEDIOS DIGITALES, INGENIERIA EN SISTEMAS COMPUTACIONALES, INGENIERIA EN SISTEMAS COMPUTACIONALES, CREACION DE CONTENIDO DIGITAL, CIENCIAS DE LA EDUCACION, EDUCACION (LICENCIATURA MIXTA), CIENCIAS DE LA EDUCACION, HABILIDADES DOCENTES, INTERVENCION PEDAGOGICA, INTERVENCION EN EDUCACION ESPECIAL, EDUCACION, EDUCACION ESPECIAL Y PSICOLOGIA EDUCATIVA, EDUCACION, INGENIERIA INDUSTRIAL, GASTRONOMIA Y TURISMO, ORGANIZACION Y LOGISTICA DE EVENTOS, COMERCIO INTERNACIONAL Y GESTION ADUANERA, MARITIMA Y PORTUARIA, MERCADOTECNIA Y DIRECCION DE VENTAS, ADMINISTRACION Y ALTA DIRECCION EMPRESARIAL, CONTADURIA PUBLICA, CONTADURIA PUBLICA (LICENCIATURA MIXTA), GESTION DE EMPRESAS DE ALIMENTOS Y BEBIDAS, ADMINISTRACION PUBLICA, MERCADOTECNIA POLITICA, MERCADOTECNIA POLITICA (ESPECIALIDAD MIXTA), ADMINISTRACION Y OPERACION ADUANERA INTERNACIONAL, ADMINISTRACION FISCAL, DIRECCION DE NEGOCIOS INTERNACIONALES Y GESTION ADUANERA PORTUARIA, LOGISTICA ADUANERA, MARITIMA Y PORTUARIA, DIRECCION DE NEGOCIOS GASTRONOMICOS Y TURISTICOS, CONTADURIA PUBLICA (LICENCIATURA MIXTA), GESTION DE EMPRESAS DE ALIMENTOS Y BEBIDAS, ADMINISTRACION PUBLICA, MERCADOTECNIA POLITICA, MERCADOTECNIA POLITICA (ESPECIALIDAD MIXTA), ADMINISTRACION Y OPERACION ADUANERA INTERNACIONAL, ADMINISTRACION FISCAL, DIRECCION DE NEGOCIOS INTERNACIONALES Y GESTION ADUANERA PORTUARIA, LOGISTICA ADUANERA, MARITIMA Y PORTUARIA, DIRECCION DE NEGOCIOS GASTRONOMICOS Y TURISTICOS",0.06640389916088005
171,70fd1c,UNIVERSIDAD LA SALLE,SEDE,CIUDAD DE MÉXICO,CUAUHTÉMOC,"BENJAMIN FRANKLIN NO. 47, COLONIA HIPODROMO CONDESA","EDUCACION, ADMINISTRACION (DOCTORADO ESCOLARIZADA), DERECHO (LICENCIATURA ESCOLARIZADA), ADMINISTRACION DE EMPRESAS, DISEÑO GRAFICO Y DIGITAL, ENSEÑANZA SUPERIOR, QUIMICA, FILOSOFIA, INGENIERIA CIBERNETICA Y SISTEMAS COMPUTACIONALES, CIENCIAS RELIGIOSAS, TECNOLOGIAS DE INFORMACION EN LA DIRECCION DE NEGOCIOS (ESPECIALIDAD MIXTA), TECNOLOGIAS DE INFORMACION EN LA DIRECCION DE NEGOCIOS (MAESTRIA MIXTA), DISEÑO GRAFICO Y DIGITAL, FILOSOFIA, CIENCIAS RELIGIOSAS, PASTORAL CATEQUETICA, CIENCIAS RELIGIOSAS, CIBERSEGURIDAD, CIBERSEGURIDAD, ESTRATEGIAS PSICOPEDAGOGICAS EN LA PRACTICA EDUCATIVA (ESPECIALIDAD ESCOLARIZADA)","CIUDAD DE MÉXICO EDUCACION, ADMINISTRACION (DOCTORADO ESCOLARIZADA), DERECHO (LICENCIATURA ESCOLARIZADA), ADMINISTRACION DE EMPRESAS, DISEÑO GRAFICO Y DIGITAL, ENSEÑANZA SUPERIOR, QUIMICA, FILOSOFIA, INGENIERIA CIBERNETICA Y SISTEMAS COMPUTACIONALES, CIENCIAS RELIGIOSAS, TECNOLOGIAS DE INFORMACION EN LA DIRECCION DE NEGOCIOS (ESPECIALIDAD MIXTA), TECNOLOGIAS DE INFORMACION EN LA DIRECCION DE NEGOCIOS (MAESTRIA MIXTA), DISEÑO GRAFICO Y DIGITAL, FILOSOFIA, CIENCIAS RELIGIOSAS, PASTORAL CATEQUETICA, CIENCIAS RELIGIOSAS, CIBERSEGURIDAD, CIBERSEGURIDAD, ESTRATEGIAS PSICOPEDAGOGICAS EN LA PRACTICA EDUCATIVA (ESPECIALIDAD ESCOLARIZADA)",0.04030607253969622
172,3a777b,UNIVERSIDAD LA SALLE,(TLALPAN),CIUDAD DE MÉXICO,TLALPAN,"FUENTES NO. 31, TLALPAN","MEDICINA INTERNA, ANESTESIOLOGIA, RADIOLOGIA E IMAGEN, ORTOPEDIA, OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO, PEDIATRIA, CIRUGIA GENERAL, GINECOLOGIA Y OBSTETRICIA, MEDICINA DEL ENFERMO EN ESTADO CRITICO, PSIQUIATRIA, NEONATOLOGIA","CIUDAD DE MÉXICO MEDICINA INTERNA, ANESTESIOLOGIA, RADIOLOGIA E IMAGEN, ORTOPEDIA, OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO, PEDIATRIA, CIRUGIA GENERAL, GINECOLOGIA Y OBSTETRICIA, MEDICINA DEL ENFERMO EN ESTADO CRITICO, PSIQUIATRIA, NEONATOLOGIA",0.0
173,9e1d5d,UNIVERSIDAD LA SALLE,(HILL),CIUDAD DE MÉXICO,CUAUHTÉMOC,"BENJAMIN HILL NO. 43, COLONIA HIPODROMO CONDESA","CIENCIAS ACTUARIALES, INGENIERIA CIBERNETICA Y SISTEMAS COMPUTACIONALES, DISEÑO DE AMBIENTES INTERIORES Y EXTERIORES, TEOLOGIA, FILOSOFIA, ACTUARIA, PSICOLOGIA, CIENCIAS DE LA COMUNICACION, DISEÑO DE PRODUCTOS, GESTION Y OPERACION DE BIENES INMUEBLES (FACILITY MANAGEMENT), GESTION ESTRATEGICA DE MARCA (BRANDING), GESTION Y ADMINISTRACION DE PROYECTOS, DERECHO FINANCIERO, GERENCIA DE PROYECTOS INMOBILIARIOS, GESTION DE PROYECTOS Y DE EMPRESAS CONSTRUCTORAS, CIENCIAS JURIDICAS, CIENCIAS DE LA EDUCACION, PEDAGOGIA, ARQUITECTURA, INGENIERIA CIVIL, INGENIERIA ELECTRONICA PARA SISTEMAS INTELIGENTES, INGENIERIA INDUSTRIAL, INGENIERIA MECANICA Y EN SISTEMAS ENERGETICOS, INGENIERIA MECATRONICA (LICENCIATURA ESCOLARIZADA), INGENIERIA MECATRONICA, INGENIERIA BIOMEDICA, DIRECCION INDUSTRIAL","CIUDAD DE MÉXICO CIENCIAS ACTUARIALES, INGENIERIA CIBERNETICA Y SISTEMAS COMPUTACIONALES, DISEÑO DE AMBIENTES INTERIORES Y EXTERIORES, TEOLOGIA, FILOSOFIA, ACTUARIA, PSICOLOGIA, CIENCIAS DE LA COMUNICACION, DISEÑO DE PRODUCTOS, GESTION Y OPERACION DE BIENES INMUEBLES (FACILITY MANAGEMENT), GESTION ESTRATEGICA DE MARCA (BRANDING), GESTION Y ADMINISTRACION DE PROYECTOS, DERECHO FINANCIERO, GERENCIA DE PROYECTOS INMOBILIARIOS, GESTION DE PROYECTOS Y DE EMPRESAS CONSTRUCTORAS, CIENCIAS JURIDICAS, CIENCIAS DE LA EDUCACION, PEDAGOGIA, ARQUITECTURA, INGENIERIA CIVIL, INGENIERIA ELECTRONICA PARA SISTEMAS INTELIGENTES, INGENIERIA INDUSTRIAL, INGENIERIA MECANICA Y EN SISTEMAS ENERGETICOS, INGENIERIA MECATRONICA (LICENCIATURA ESCOLARIZADA), INGENIERIA MECATRONICA, INGENIERIA BIOMEDICA, DIRECCION INDUSTRIAL",0.033260671310291014
174,143461,UNIVERSIDAD LA SALLE,(CONDESA),CIUDAD DE MÉXICO,CUAUHTÉMOC,"BENJAMIN FRANKLIN NO. 71, CON ENTRADA POR FRANCISCO MURGIA S/N, COLONIA HIPODROMO CONDESA","QUIMICA DE ALIMENTOS, QUIMICO FARMACEUTICO BIOLOGO, INGENIERIA QUIMICA, INGENIERIA AMBIENTAL","CIUDAD DE MÉXICO QUIMICA DE ALIMENTOS, QUIMICO FARMACEUTICO BIOLOGO, INGENIERIA QUIMICA, INGENIERIA AMBIENTAL",0.0
175,a4e3b5,UNIVERSIDAD LA SALLE,(PEDREGAL),CIUDAD DE MÉXICO,TLALPAN,"CAMINO A SANTA TERESA NO. 811, COLONIA PARQUE DEL PEDREGAL","PASTORAL CATEQUETICA, ENFERMERIA, FISIOTERAPIA Y PROMOCION PARA LA SALUD, MEDICINA DENTAL, ENFERMERIA (LICENCIATURA ESCOLARIZADA), MANEJO INTEGRAL DEL SOBREPESO Y LA OBESIDAD, NUTRICION CLINICA, INGENIERIA ECONOMICA Y FINANCIERA, GESTION DE TURISMO DE SALUD","CIUDAD DE MÉXICO PASTORAL CATEQUETICA, ENFERMERIA, FISIOTERAPIA Y PROMOCION PARA LA SALUD, MEDICINA DENTAL, ENFERMERIA (LICENCIATURA ESCOLARIZADA), MANEJO INTEGRAL DEL SOBREPESO Y LA OBESIDAD, NUTRICION CLINICA, INGENIERIA ECONOMICA Y FINANCIERA, GESTION DE TURISMO DE SALUD",0.0
176,493c42,UNIVERSIDAD LA SALLE CANCUN,SEDE,QUINTANA ROO,BENITO JUÁREZ,"SUPERMANZANA 299, MANZANA 01, LOTE 01, CARRETERA CANCUN PLAYA DEL CARMEN,","CIENCIAS DE LA COMUNICACION, CRIMINOLOGIA Y CRIMINALISTICA, DERECHO, INGENIERIA ECONOMICA Y FINANCIERA (ESPECIALIDAD MIXTA), INGENIERIA ECONOMICA Y FINANCIERA (MAESTRIA MIXTA), INFORMATICA, COMUNICACION, DISEÑO GRAFICO Y DIGITAL, IDIOMAS Y RELACIONES PUBLICAS (LIC. ESCOLARIZADA), DISEÑO GRAFICO DIGITAL, CIENCIAS DE LA COMUNICACION, CRIMINOLOGIA Y CRIMINALISTICA, DERECHO, INGENIERIA ECONOMICA Y FINANCIERA (ESPECIALIDAD MIXTA), INGENIERIA ECONOMICA Y FINANCIERA (MAESTRIA MIXTA), INFORMATICA, COMUNICACION, DISEÑO GRAFICO Y DIGITAL, IDIOMAS Y RELACIONES PUBLICAS (LIC. ESCOLARIZADA), DISEÑO GRAFICO DIGITAL, ADMINISTRACION Y GESTION DE ENFERMERIA, DERECHO CIVIL, PEDAGOGIA, INGENIERIA CIVIL, ARQUITECTURA, ARQUITECTURA (LICENCIATURA ESCOLARIZADA), INGENIERIA CIVIL (LICENCIATURA ESCOLARIZADA), PROYECTOS DE INVERSION URBANO SUSTENTABLES, TURISMO AREA DE PLANEACION Y OPERACION DE EMPRESAS HOTELERAS","QUINTANA ROO CIENCIAS DE LA COMUNICACION, CRIMINOLOGIA Y CRIMINALISTICA, DERECHO, INGENIERIA ECONOMICA Y FINANCIERA (ESPECIALIDAD MIXTA), INGENIERIA ECONOMICA Y FINANCIERA (MAESTRIA MIXTA), INFORMATICA, COMUNICACION, DISEÑO GRAFICO Y DIGITAL, IDIOMAS Y RELACIONES PUBLICAS (LIC. ESCOLARIZADA), DISEÑO GRAFICO DIGITAL, CIENCIAS DE LA COMUNICACION, CRIMINOLOGIA Y CRIMINALISTICA, DERECHO, INGENIERIA ECONOMICA Y FINANCIERA (ESPECIALIDAD MIXTA), INGENIERIA ECONOMICA Y FINANCIERA (MAESTRIA MIXTA), INFORMATICA, COMUNICACION, DISEÑO GRAFICO Y DIGITAL, IDIOMAS Y RELACIONES PUBLICAS (LIC. ESCOLARIZADA), DISEÑO GRAFICO DIGITAL, ADMINISTRACION Y GESTION DE ENFERMERIA, DERECHO CIVIL, PEDAGOGIA, INGENIERIA CIVIL, ARQUITECTURA, ARQUITECTURA (LICENCIATURA ESCOLARIZADA), INGENIERIA CIVIL (LICENCIATURA ESCOLARIZADA), PROYECTOS DE INVERSION URBANO SUSTENTABLES, TURISMO AREA DE PLANEACION Y OPERACION DE EMPRESAS HOTELERAS",0.08754506017303361
177,7a8de3,UNIVERSIDAD LA SALLE CUERNAVACA,SEDE,MORELOS,CUERNAVACA,"AVENIDA NUEVA INGLATERRA ESQUINA NICOLAS BRAVO S/N, COLONIA SAN CRISTOBAL","CIENCIAS DE LA COMUNICACION, DERECHO, DESARROLLO HUMANO, INFORMATICA, INGENIERIA CIBERNETICA Y SISTEMAS COMPUTACIONALES, DISEÑO GRAFICO Y DIGITAL, ILUSTRACION, ARQUITECTURA DE PAISAJE, PSICOLOGIA, PSICOTERAPIA DINAMICA, PSICOTERAPIA DINAMICA, GESTION EDUCATIVA, INTERVENCION DOCENTE, EDUCACION CON ENFASIS EN DOCENCIA, EDUCACION: AREA DE GESTION EDUCATIVA, EDUCACION: AREA DE INTERVENCION DOCENTE, INGENIERIA CIVIL, INGENIERIA EN DISEÑO INDUSTRIAL, INGENIERIA EN ENERGIA ELECTRICA Y EN SISTEMAS ELECTRONICOS, INGENIERIA INDUSTRIAL","MORELOS CIENCIAS DE LA COMUNICACION, DERECHO, DESARROLLO HUMANO, INFORMATICA, INGENIERIA CIBERNETICA Y SISTEMAS COMPUTACIONALES, DISEÑO GRAFICO Y DIGITAL, ILUSTRACION, ARQUITECTURA DE PAISAJE, PSICOLOGIA, PSICOTERAPIA DINAMICA, PSICOTERAPIA DINAMICA, GESTION EDUCATIVA, INTERVENCION DOCENTE, EDUCACION CON ENFASIS EN DOCENCIA, EDUCACION: AREA DE GESTION EDUCATIVA, EDUCACION: AREA DE INTERVENCION DOCENTE, INGENIERIA CIVIL, INGENIERIA EN DISEÑO INDUSTRIAL, INGENIERIA EN ENERGIA ELECTRICA Y EN SISTEMAS ELECTRONICOS, INGENIERIA INDUSTRIAL",0.04130311943312212
178,eb90c3,UNIVERSIDAD LA SALLE GUADALAJARA,SEDE,JALISCO,GUADALAJARA,"MARCELINO CHAMPAGNAT NO. 2981, ZONA LOMA BONITA SUR","COMERCIO INTERNACIONAL Y ADMINISTRACION, CONTADURIA Y FINANZAS","JALISCO COMERCIO INTERNACIONAL Y ADMINISTRACION, CONTADURIA Y FINANZAS",0.0
179,62a366,UNIVERSIDAD LA SALLE MORELIA,SEDE,MICHOACÁN DE OCAMPO,TARÍMBARO,"CARR. A SALAMANCA, AVENIDA UNIVERSIDAD NO. 500,","DERECHO (LICENCIATURA ESCOLARIZADA), INGENIERIA ECONOMICA Y FINANCIERA (ESPECIALIDAD MIXTA), DERECHO CIVIL (MAESTRIA ESCOLARIZADA), DESARROLLO HUMANO, DERECHO CIVIL, GESTION ESTRATEGICA DEL CAPITAL HUMANO (MAESTRIA MIXTA), INGENIERIA ECONOMICA Y FINANCIERA (MAESTRIA MIXTA), DERECHO (DOCTORADO ESCOLARIZADA), ACTUARIA, TECNOLOGIA DE INFORMACION PARA LOS NEGOCIOS, DISEÑO GRAFICO Y DIGITAL, DISEÑO GRAFICO DIGITAL, PSICOLOGIA, CIENCIAS DE LA EDUCACION, PEDAGOGIA, EDUCACION Y DESARROLLO HUMANO, ARQUITECTURA (LICENCIATURA ESCOLARIZADA), ARQUITECTURA, DISEÑO ARQUITECTONICO, CIENCIAS EN EL DEPORTE, DESTINOS TURISTICOS, ADMINISTRACION DE INSTITUCIONES, CONTADURIA Y FINANZAS (LICENCIATURA ESCOLARIZADA), INGENIERIA ECONOMICA Y FINANCIERA (LICENCIATURA ESCOLARIZADA), COMERCIO Y NEGOCIOS INTERNACIONALES, ADMINISTRACION (LICENCIATURA MIXTA), CONTADURIA Y FINANZAS (LICENCIATURA MIXTA), MERCADOTECNIA, ADMINISTRACION DE EMPRESAS TURISTICAS, GESTION ESTRATEGICA DEL CAPITAL HUMANO (ESPECIALIDAD MIXTA), FINANZAS CORPORATIVAS Y BURSATILES, MERCADOTECNIA Y PUBLICIDAD, DIRECCION DE ORGANIZACIONES DEPORTIVAS, GESTION TURISTICA, ADMINISTRACION (MAESTRIA MIXTA), ADMINISTRACION Y ESTUDIOS ORGANIZACIONALES","MICHOACÁN DE OCAMPO DERECHO (LICENCIATURA ESCOLARIZADA), INGENIERIA ECONOMICA Y FINANCIERA (ESPECIALIDAD MIXTA), DERECHO CIVIL (MAESTRIA ESCOLARIZADA), DESARROLLO HUMANO, DERECHO CIVIL, GESTION ESTRATEGICA DEL CAPITAL HUMANO (MAESTRIA MIXTA), INGENIERIA ECONOMICA Y FINANCIERA (MAESTRIA MIXTA), DERECHO (DOCTORADO ESCOLARIZADA), ACTUARIA, TECNOLOGIA DE INFORMACION PARA LOS NEGOCIOS, DISEÑO GRAFICO Y DIGITAL, DISEÑO GRAFICO DIGITAL, PSICOLOGIA, CIENCIAS DE LA EDUCACION, PEDAGOGIA, EDUCACION Y DESARROLLO HUMANO, ARQUITECTURA (LICENCIATURA ESCOLARIZADA), ARQUITECTURA, DISEÑO ARQUITECTONICO, CIENCIAS EN EL DEPORTE, DESTINOS TURISTICOS, ADMINISTRACION DE INSTITUCIONES, CONTADURIA Y FINANZAS (LICENCIATURA ESCOLARIZADA), INGENIERIA ECONOMICA Y FINANCIERA (LICENCIATURA ESCOLARIZADA), COMERCIO Y NEGOCIOS INTERNACIONALES, ADMINISTRACION (LICENCIATURA MIXTA), CONTADURIA Y FINANZAS (LICENCIATURA MIXTA), MERCADOTECNIA, ADMINISTRACION DE EMPRESAS TURISTICAS, GESTION ESTRATEGICA DEL CAPITAL HUMANO (ESPECIALIDAD MIXTA), FINANZAS CORPORATIVAS Y BURSATILES, MERCADOTECNIA Y PUBLICIDAD, DIRECCION DE ORGANIZACIONES DEPORTIVAS, GESTION TURISTICA, ADMINISTRACION (MAESTRIA MIXTA), ADMINISTRACION Y ESTUDIOS ORGANIZACIONALES",0.11172362649111979
180,d223d5,UNIVERSIDAD LA SALLE NEZAHUALCOYOTL,SEDE,MÉXICO,NEZAHUALCÓYOTL,"AVENIDA BORDO DE XOCHIACA LT. 3-2B, COLONIA TAMAULIPAS","RESPONSABILIDAD Y LIDERAZGO SOCIAL, CRIMINOLOGIA Y CRIMINALISTICA (LICENCIATURA ESCOLARIZADA), DERECHO CON PERSPECTIVA EN DERECHOS HUMANOS, INGENIERIA DE SOFTWARE Y SISTEMAS COMPUTACIONALES, PSICOLOGIA, ENFERMERIA, ENFERMERIA GERONTOLOGICA, PEDAGOGIA (LICENCIATURA MIXTA), CIENCIAS EN EL DEPORTE, ADMINISTRACION DE EMPRESAS TURISTICAS, ADMINISTRACION DE ORGANIZACIONES, CONTADURIA Y NEGOCIOS, COMERCIO Y NEGOCIOS INTERNACIONALES, ADMINISTRACION DE ORGANIZACIONES DE LA SALUD (ESPECIALIDAD ESCOLARIZADA), ADMINISTRACION (ESPECIALIDAD NO ESCOLARIZADA), MERCADOTECNIA Y PUBLICIDAD, EDUCACION, AREA ADMINISTRACION EDUCATIVA Y GESTION, ADMINISTRACION (MAESTRÍA NO ESCOLARIZADA), ADMINISTRACION DE ORGANIZACIONES DE LA SALUD (MAESTRIA MIXTA), ADMINISTRACION (MAESTRIA MIXTA)","MÉXICO RESPONSABILIDAD Y LIDERAZGO SOCIAL, CRIMINOLOGIA Y CRIMINALISTICA (LICENCIATURA ESCOLARIZADA), DERECHO CON PERSPECTIVA EN DERECHOS HUMANOS, INGENIERIA DE SOFTWARE Y SISTEMAS COMPUTACIONALES, PSICOLOGIA, ENFERMERIA, ENFERMERIA GERONTOLOGICA, PEDAGOGIA (LICENCIATURA MIXTA), CIENCIAS EN EL DEPORTE, ADMINISTRACION DE EMPRESAS TURISTICAS, ADMINISTRACION DE ORGANIZACIONES, CONTADURIA Y NEGOCIOS, COMERCIO Y NEGOCIOS INTERNACIONALES, ADMINISTRACION DE ORGANIZACIONES DE LA SALUD (ESPECIALIDAD ESCOLARIZADA), ADMINISTRACION (ESPECIALIDAD NO ESCOLARIZADA), MERCADOTECNIA Y PUBLICIDAD, EDUCACION, AREA ADMINISTRACION EDUCATIVA Y GESTION, ADMINISTRACION (MAESTRÍA NO ESCOLARIZADA), ADMINISTRACION DE ORGANIZACIONES DE LA SALUD (MAESTRIA MIXTA), ADMINISTRACION (MAESTRIA MIXTA)",0.040452119851863325
181,6c9dc9,INSTITUTO EMILIANO ZAPATA DE NEZAHUALCOYOTL,SEDE,MÉXICO,NEZAHUALCÓYOTL,"ESCONDIDA NO. 57, COLONIA BENITO JUAREZ","DERECHO, PSICOLOGIA Y DESARROLLO HUMANO","MÉXICO DERECHO, PSICOLOGIA Y DESARROLLO HUMANO",0.26045742126046534
182,436daf,INSTITUTO ESPECIALIZADO EN COMPUTACION Y ADMINISTRACION GAUSS JORDAN,SEDE,CIUDAD DE MÉXICO,GUSTAVO A. MADERO,"DVORAK NO. 59, COLONIA VALLEJO","CIENCIAS DE LA COMUNICACION, DERECHO, TURISMO, ADMINISTRACION","CIUDAD DE MÉXICO CIENCIAS DE LA COMUNICACION, DERECHO, TURISMO, ADMINISTRACION",0.21718892089843517
183,6edc32,INSTITUTO FRAY ANTONIO DE LISBOA,SEDE,MICHOACÁN DE OCAMPO,MORELIA,"FRAY ANTONIO DE LISBOA NO. 125, COLONIA 5 DE MAYO","DERECHO, NUTRICION, ADMINISTRACION DE EMPRESAS, MERCADOTECNIA","MICHOACÁN DE OCAMPO DERECHO, NUTRICION, ADMINISTRACION DE EMPRESAS, MERCADOTECNIA",0.1951657325750328
184,491d1b,INSTITUTO GASTRONOMICO DEL BAJIO,CAMPUS IRAPUATO,GUANAJUATO,IRAPUATO,"EJERCITO NACIONAL NO. 2113, ESQUINA CON BOULEVARD SOLIDARIDAD Y CALLE USUMACINTA, COLONIA LA PRADERA",GASTRONOMIA,GUANAJUATO GASTRONOMIA,0.0
185,a63634,INSTITUTO GESTALT DE GUADALAJARA,SEDE,JALISCO,GUADALAJARA,"MEXICALTZINGO NO. 1949, COLONIA LAFAYETTE",PSICOTERAPIA GESTALT,JALISCO PSICOTERAPIA GESTALT,0.0
186,46005d,INSTITUTO INTERNACIONAL UNIVERSITARIO,CAMPUS LEON,GUANAJUATO,LEÓN,"BOULEVARD PASEO DE LOS INSURGENTES NO. 1403, COLONIA INFONAVIT GRANADA, FRACCIONES DEL PREDIO SAN JOSE DE LAS PILETAS","DISEÑO DE MODAS Y TEXTILES, GASTRONOMIA, ADMINISTRACION DE NEGOCIOS, ADMINISTRACION DE RECURSOS HUMANOS","GUANAJUATO DISEÑO DE MODAS Y TEXTILES, GASTRONOMIA, ADMINISTRACION DE NEGOCIOS, ADMINISTRACION DE RECURSOS HUMANOS",0.0
187,2f8855,INSTITUTO INTERNACIONAL UNIVERSITARIO,SEDE,CIUDAD DE MÉXICO,BENITO JUÁREZ,"AMORES NO. 314, COLONIA DEL VALLE","DISEÑO GRAFICO, DISEÑO DE MODAS Y TEXTILES, GASTRONOMIA, ADMINISTRACION DE NEGOCIOS, ADMINISTRACION DE RECURSOS HUMANOS","CIUDAD DE MÉXICO DISEÑO GRAFICO, DISEÑO DE MODAS Y TEXTILES, GASTRONOMIA, ADMINISTRACION DE NEGOCIOS, ADMINISTRACION DE RECURSOS HUMANOS",0.0
